Asset tag,Break/Fix Coverage Expiry,Break/Fix Service level,Break/Fix Service Provider,Building,Candidate for Currency,Candidate to Move to NY3,Class,Comments,Effective Date,Environment,Host name,iLO/RSA/HMC ip address,iLO/RSA/HMC Service Info,Install Date,IP Address,Is Virtual,Level 1 Support Group,Level 2 Support Group,Level 3 Support Group,Maintenance Window,Model ID,Operating System,OS Family,OS Status,OS Version,Project Change Notes,Serial number,SNow most recent discovery,State,Status(hardware status),Substate,TD Asset Application Code,Cabinet,Cage,CPU core count,CPU count,Disk space (GB),Logical CPUs,RU Start Position,Total Memory (MB)
A31542,,,,NY4,NO,NO,Server,HPE Greenlake - June 2025,6/22/2025 12:00,PROD,ny4nyionla17,10.225.96.60,ny4nyionla17r.corp.tdsecurities.com,6/22/2025 0:00,,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,,HPE Greenlake - June 2025,2M2D2Q02FB,,In stock,Pending Install,Pending install,NYION,112,8895,,,,,42,
B06932,,NA,Maintech,NY4,YES,NO,Linux Server,,3/29/2021 17:06,PROD,nwitrsap01,10.225.96.36,nwitrsap01r.tdbfg.com,1/8/2021 14:12,10.225.64.61,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,7.9,NYION ITRS,MXQ0450VG0,8/2/2025 17:20,In use,Installed,,ITRS,113,8895,8,2,685.1,32,24,63921
B04975,,NA,Maintech,NY4,YES,NO,Linux Server,"Server move CHG0669654
New ILO IP: 10.225.96.42



USR App Server
<VALIDATED::TDSGI::12/23/2019>
2020/07/11 - Relocated server to NY4. Previous hostname - nysusril02

ILO IP: 10.171.6.109
nwtrnpyap03r.tdbfg.com [10.171.6.109]",12/22/2015 19:00,PROD,nwtrnpyap03,10.225.96.42,nwtrnpyap03r.corp.tdsecurities.com,12/10/2014 0:00,10.225.64.136,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL360 Gen9,Linux Red Hat,Linux,Active,7.9,"added as per Mathyvarththan Sivananthan, 2015-12-18.
2020/07/11: Repurposed server as part of NY4 Project - Server was previously NYION - nysusril02.corp.tdsecurities.com",MXQ446000B,8/2/2025 17:22,In use,Installed,,TRNPY,113,8895,18,2,4940.39,36,33,257660
b10965,,NA,Maintech,NY4,YES,NO,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
Location - 8890/11x
Hardware - DL360 G10
Server is located : Cage: 8890 Cabinet : 113 and RU: 5U - the location below has been updated ...MM...
20220509 - mckays7 -decommissioned - CHG0977529
20220510 - mckays7 - server to become NY4EFXLA11

2022 08 22 - mckay renamed ny4nyionla08-RETIRED to rebuild as NY4EFXLA11.
- Changed state from 'in Stock"" to ""In Maintenance""",10/4/2020 7:00,PROD,ny4efxla11,10.225.96.26,ny4efxla11r.corp.tdsecurities.com,9/28/2020 7:00,10.225.64.86,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,"NY4 NYION/OPTI Project
2021.09.28 -- Rebuild Scott McKay -- MXQ02503DK 
                            old ny4optila24.corp.tdsecurities.com [10.225.64.92] , old  iLO ny4optila24r.tdbfg.com [10.225.96.26]                      
                            new ny4nyionla08.corp.tdsecurities.com  10.225.64.52 , new iLO ny4optila24r.tdbfg.com 10.225.96.26
2021.10.19 -- Renamed from ny2optila24 to ny4nyionla08.  Changed Deployment application code from OPTI to NYION",MXQ02503DK,8/2/2025 17:19,In use,Installed,,EFX,113,8895,28,2,38358.57,56,5,773159
b10958,,NA,Maintech,NY4,YES,NO,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
Location - 8890/11x
Hardware - DL360 G10
20220509 - mckays7 -decommissioned - CHG0977529
20220510 - mckays7 - server to become NY4EFXLA12
2022.08.20 - lamw2 - CHG1025956 relocate -  ny4nyionla07-RETIRED 8895-112 RU 6 to 8895-113 RU9 MXQ02503DJ > rebuild as ny4efxla12
old 
iLO -- no DNS 10.225.96.25
new 
ny4efxla12.corp.tdsecurities.com 10.225.64.87 /27
ny4efxla12r.corp.tdsecurities.com 10.225.96.25 /24

20220822 - mckays7 - Changed state from ""In stock"" to ""In maintenance""",10/4/2020 7:00,PROD,ny4efxla12,10.225.96.25,ny4efxla12r.corp.tdsecurities.com,9/28/2020 7:00,10.225.64.87,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,"NY4 NYION/OPTI Project
2021.09.28 -- Rebuild Scott McKay -- MXQ02503DJ 
                            old ny4optila23.corp.tdsecurities.com [10.225.64.105] , old iLO  ny4optila23r.tdbfg.com [10.225.96.25]
                           new ny4nyionla07.corp.tdsecurities.com OS 10.225.64.51 , new iLO ny4nyionla07.tdbfg.com 10.225.96.25
2021.10.19 -- Renamed from ny4optila23 to ny4nyionla07.  2021.10.19 .  Changed Deployment application code from OPTI to NYION

ny4nyionla07 has been Decommissioned.  Will become ny4efxla12.",MXQ02503DJ,8/2/2025 17:17,In use,Installed,,EFX,113,8895,28,2,38358.57,56,9,773159
b10969,,NA,Maintech,NY4,YES,NO,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
20220509 - mckays7 -decommissioned - CHG0977529
20220510 - mckays7 - server to become NY4EFXLA13
2022.08.20 - lamw2 - CHG1025956 relocate -  ny4nyionla06-RETIRED 8895-114 RU 20 to 8895-113 RU10 MXQ02503DC > rebuild as ny4efxla13
old 
iLO -- no DNS 10.225.96.57
new 
ny4efxla13.corp.tdsecurities.com 10.225.64.88 /27
ny4efxla13r.corp.tdsecurities.com 10.225.96.57 /24

20220822 - mckays7 - Change state from ""In stock"" to ""In Maintenance""",6/12/2021 13:09,PROD,ny4efxla13,10.225.96.57,ny4efxla13r.corp.tdsecurities.com,6/12/2021 13:09,10.225.64.88,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,"2021.09.13 -- Rebuild Scott McKay -- MXQ02503DC ny4nyionla06 new OS 10.225.64.50 , new iLO 10.225.96.57",MXQ02503DC,8/2/2025 17:19,In use,Installed,,EFX,113,8895,28,2,38358.57,56,10,773159
B10941,,NA,Maintech,NY4,YES,NO,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
Hardware is DL360 G10

20231111 - mckays7 - CHG1266666 - Server Decommission - Cool Down
- Updated state to ""In stock - Cool Down""

20231129 - mckays7 - CHG1303786 - Server decommission -Disk wipe
- Updated Appboxen
- Appended ""_RETIRED"" to Hostname.
- Changed state to ""In Stock - wiped""

2023.12.09 - CHG1300276 - MCKAYS7, LAMW2 - relocate MXQ02503F9 ny4efxnglddf01 from DEV NY4-8895-106,RU22 to PRD NY4-8895-113,RU16 and rebuild as ny4efxngla01 PRD

20231214 - mckays7 - CHG1312431 - Server build
- Updated  Appboxen
- Updated state to ""In Maintenance""",10/4/2020 7:00,PROD,ny4efxngla01,10.225.96.98,ny4efxngla01r.corp.tdsecurities.com,9/28/2020 7:00,10.225.64.72,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,NY4 EFXNG project,MXQ02503F9,7/26/2025 17:24,In use,Installed,,EFXNG,113,8895,24,2,24404.57,48,16,773169
b10963,,NA,Maintech,NY4,YES,NO,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
Location - 8890/112
Hardware - DL360 G10

20220827 - aidoop2 - CHG1037427 - 1st CR - 1 - 30 Day Cool Down Decommission
- Changed status from ""in use"" to ""In stock - Cool down"".

20220829 - aidoop2 -  CHG1037505 - 2nd CR - Expediated Decomm
- Wiped Disk
- Server to be repurposed as MALCODE EFX and server ny4efxnglaf05 SN: MXQ02503FJ..[last_DAC:EFXNG]

2022.08.30 DNS updates for  MXQ02503FJ
IP                         old DNS                                                         new DNS
10.225.64.77 ny4efxnglaf05.corp.tdsecurities.com ny4efxla05.corp.tdsecurities.com
10.225.96.15 ny4efxnglaf05r.tdbfg.com                         ny4efxla05r.corp.tdsecurities.com

20231003 - mckays7 - CHG1266186 -Cool Down
- Changed state to ""In stock - Cool down""
- updated appboxen.

20231111 - mckays7 - CHG1293145 - Server Decommission - Disk Wipe
- Changed state to ""In stock - Wiped""
- Appended RETIRED to name.
- Server will be repurposed as ""ny4efxngla04""

20231120 - tab9241 - CHG1297449 Server build ny4efxngla04",10/4/2020 7:00,PROD,ny4efxngla04,10.225.96.15,ny4efxngla04r.corp.tdsecurities.com,9/7/2022 16:26,10.225.64.77,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,NY4 EFXNG Project,MXQ02503FJ,8/2/2025 17:19,In use,Installed,,EFXNG,113,8895,24,2,36664.57,48,7,773169
b10956,,NA,Maintech,NY4,YES,NO,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
Location - 8890/112
Hardware - DL360 G10

2022.08.20 - lamw2 - CHG1025956 relocate -  ny4efxnglaf07 8895-112 RU 8 to 8895-113 RU11 MXQ02503FC 
no DNS or IP or iLO changes
ny4efxnglaf07.corp.tdsecurities.com 10.225.64.79
ny4efxnglaf07r.tdbfg.com 10.225.96.17

20221101 - mckays7 -  CHG1074448 -  DEC0022151 - Cool Down
- updated appboxen
- Change state from ""In use"" to ""In Stock - Cool Down""
- To be repurposed as NY4EFXLA07

2022.11.05 - CHG1076323 - update vlan for EFXNG to EFX and rebuild from ny4efxnglaf07 to ny4efxla07 PROD
old
ny4efxnglaf07.corp.tdsecurities.com [10.225.64.79]
ny4efxnglaf07r.tdbfg.com [10.225.96.17]
new 
ny4efxla07.corp.tdsecurities.com [10.225.64.79]
ny4efxla07r.corp.tdsecurities.com [10.225.96.17]

20221116 - mckays7 - CHG1083251 - Disk wipe - DEC0022151

20221117 - mckays7 - Changed state from ""In Stock"" to ""In Maintenance""
- Changed Deployment  app code to EFX.

20221118 - mckays7 - CHG1084151 - Rebuilt server as ny4efxla07

20231003 - mckays7 - CHG1266186 -Cool Down
- Changed state to ""In stock - Cool down""
- updated appboxen.

20231111 - mckays7 - CHG1293145 - Server Decommission - Disk Wipe
- Changed state to ""In stock - Wiped""
- Appended RETIRED to name.
- Server will be repurposed as ""ny4efxngla06""

20231120 - tab9241 - CHG1297449 Server build ny4efxngla06",10/4/2020 7:00,PROD,ny4efxngla06,10.225.96.17,ny4efxngla06r.corp.tdsecurities.com,9/28/2020 7:00,10.225.64.79,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,NY4 EFXNG Project,MXQ02503FC,8/2/2025 17:22,In use,Installed,,EFXNG,113,8895,24,2,36664.57,48,11,773169
b10962,,NA,Maintech,NY4,YES,NO,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
Location - 8890/113
Hardware - DL360 G10

20240506 - mckays7 - CHG1402513 -Server Cool Down
- Updated Appboxen
- Server to be repurposed
- Updated state from ""In Use"" to ""In Stock - Cool down""
- To becomde ny4efxngla08.

20240514 - mckays7 - CHG1410514 - Server Decommission
- Disk Wiped
- Updated state to ""In stock - Wiped""

..[last_DAC:EFXNG]

20240516 - mckays7 
- Renamed from ""ny4efxnglaf02"" to ""ny4efxngla08""
- Changed state to Pending Install
- Set the Deployment Application Code to ""EFXNG""
- CHG1412124 - Built server

20240624 - mckays7
- Changed state from ""In stock - Pending Install"" to ""In use""",10/4/2020 7:00,PROD,ny4efxngla08,10.225.96.12,ny4efxnglaf02r.tdbfg.com,11/17/2020 9:47,10.225.64.74,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,NY4 EFXNG Project,MXQ02503FM,8/2/2025 17:18,In use,Installed,,EFXNG,113,8895,24,2,37170.57,48,8,773169
b10966,,NA,Maintech,NY4,YES,NO,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3

2022.11.10 dessud/environment added based on FQDN.

20240425 - mckays7 - Changed state from ""In stock - Available"" to ""In use""
""2025/02/20 -  cheonh2 -  RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX""",11/24/2022 11:29,PROD,ny4efxngldf02,10.225.96.18,ny4efxngldf02r.tdbfg.com,4/25/2024 10:12,10.225.64.81,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,7.9,EFXNG,MXQ02503F7,8/2/2025 17:15,In use,Installed,,EFXNG,113,8895,24,2,37170.57,48,4,773507
B06724,,NA,Maintech,NY4,YES,NO,Linux Server,"USR App ServerThis is a DL 360 Gen 9

# 2021/06/23 zhane42 - CHG0706432 -Server Decommission - njssyncl01 njsusril01 njsusril02 njsusril03 njsusril04 njsusril05..[last_DAC:NYION]",12/22/2015 19:00,PROD,ny4nyionla02,10.225.96.53,ny4nyionla02r.tdbfg.com,12/10/2014 0:00,10.225.64.46,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-07:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen9,Linux Red Hat,Linux,Active,7.9,"added as per Mathyvarththan Sivananthan, 2015-12-18.",MXQ4460002,8/2/2025 17:21,In use,Installed,,NYION,113,8895,18,2,1952.13,36,21,257654
B11233,,NA,Maintech,NY4,YES,NO,Linux Server,"Server found without a tag during DCS physical audit done in June 2022
2022-07-01 - mckays7 Renamed from ny4optila05 to ny4nyionla05
- Change state to ""in maintenance""
20220701 - mckays7 - CHG1005658 - Server rebuilt as new ny4nyionla05 - In Use",7/1/2022 12:23,PROD,ny4nyionla05,10.225.96.78,ny4nyionla05r.corp.tdsecurities.com,6/30/2022 12:08,10.225.64.49,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen10,Linux Red Hat,Linux,New,7.9,Repurposed,MXQ016002W,8/2/2025 17:20,In use,Installed,,NYION,113,8895,24,2,41386.57,48,36,773498
B11232,,NA,Maintech,NY4,YES,NO,Linux Server,"HP DL360 G10
This device it is located in NY4 cage 8890 Rack 113
This device physically found in Cage 7125 cabinet 105. 

2022.05.07 CHG0976088 -- ny4optila08 MXQ016002S relocate from Cage7125:Cabinet105 to Cage8895:Cabinet113 RU 38
20220507 - mckays7 -Server was relocated to cage 8890
- Changed iLO IP to 10.225.96.77 from ny4optila08r.tdbfg.com [10.171.6.105]
- Server IP change to 10.225.64.106/255.255.255.0 from 10.171.5.111

20220509 - mckays7 - decommissioned - CHG0977605
20220607 - mckays7 - Renamed from ny4optila08 to ny4nyionla08
- Changed Deployment App code from OPTI to NYION
- Changed state from ""In Stock"" to ""In Maintenance""
20220701 - mckays7 - Changed state to ""In use""",6/22/2020 5:42,PROD,ny4nyionla08,10.225.96.77,ny4nyionla08r.tdbfg.com,6/12/2020 5:41,10.225.64.52,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen10,Linux Red Hat,Linux,New,7.9,NYION/OPTI project,MXQ016002S,8/2/2025 17:21,In use,Installed,,NYION,113,8895,24,2,38888.57,48,38,773498
B06917,,NA,Maintech,NY4,YES,NO,Linux Server,"<VALIDATED::TDSGI::12/23/2019>

# 2021/06/18 zhane42 - CHG0706441 -Server Decommission - ny4nyionlg01 ny4nyionlg02 ny4nyionlg03

# Changed iLO from 10.225.96.50 to 10.225.96.59 (12/3/2021) - mckays7",6/14/2019 8:01,PROD,ny4nyionlg02,10.225.96.59,ny4nyionlg02r.corp.tdsecurities.com,5/27/2019 6:00,10.225.64.43,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL380 Gen10,Linux Red Hat,Linux,New,7.9,NYION project,2M283303RL,8/2/2025 17:23,In use,Installed,,NYION,113,8895,8,2,58516.34,16,22,96168
b10964,,NA,Maintech,NY4,YES,NO,Linux Server,"Location - 8890/113
Hardware - DL360 G10",10/4/2020 7:00,PROD,ny4optila21,10.225.96.23,ny4optila21r.tdbfg.com,9/28/2020 7:00,10.225.64.103,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen10,Linux Red Hat,Linux,New,7.9,NY4 NYION/OPTI Project,MXQ02503DP,8/2/2025 17:19,In use,Installed,,OPTI,113,8895,28,2,32692.57,56,6,773506
B10587,,NA,Maintech,NY4,NO,NO,Linux Server,"2022.05.03 VERVIL6/Created as per TASK5088751

20220513 - mckays7 - CHG0978068 - built ny4optila32 - In use
20240814 - hewlec3 - TASK8733655 - Update maintenance windows for - ny4optila32,  ny4optila34, ny4optila35",5/3/2022 11:42,PROD,ny4optila32,10.225.96.68,ny4optila32r.corp.tdsecurities.com,4/30/2022 12:00,10.225.64.117,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,New,7.9,2022.04.30-CHG0969050  6 new DL360G10+ server installs,MXQ1350KSN,8/2/2025 17:18,In use,Installed,,OPTI,113,8895,40,2,41867.57,80,35,773278
B10588,,NA,Maintech,NY4,NO,NO,Linux Server,"2022.05.03 VERVIL6/Created as per TASK5088751

20220513 - mckays7 - CHG0978068 - built ny4optila33 - In use",5/3/2022 11:42,PROD,ny4optila33,10.225.96.73,ny4optila33r.corp.tdsecurities.com,4/30/2022 12:00,10.225.64.118,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,New,7.9,N/A,MXQ1350KTD,8/2/2025 17:21,In use,Installed,,OPTI,113,8895,40,2,41867.57,80,37,773278
A31543,,,,NY4,NO,NO,Server,HPE Greenlake - June 2025,6/22/2025 12:00,PROD,ny4nyionla18,10.225.96.61,ny4nyionla18r.corp.tdsecurities.com,6/22/2025 0:00,,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,,HPE Greenlake - June 2025,2M2D2Q02FC,,In stock,Pending Install,Pending install,NYION,113,8895,,,,,14,
A31544,,,,NY4,NO,NO,Server,HPE Greenlake - June 2025,6/22/2025 12:00,PROD,ny4nyionla19,10.225.96.71,ny4nyionla19r.corp.tdsecurities.com,6/22/2025 0:00,,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,,HPE Greenlake - June 2025,2M2D2Q02FD,,In stock,Pending Install,Pending install,NYION,113,8895,,,,,19,
B04978,,Gold,Maintech,NY4,YES,NO,Linux Server,"Server move CHG0669654
New ILO IP: 10.225.96.41


USR App Server
<VALIDATED::TDSGI::12/23/2019>
2020/07/11 - Relocated server to NY. Previous hostname - nysusril03

ILO IP: 10.171.6.110
nwtrnpyap02r.tdbfg.com [10.171.6.110]

Cage:8110:Cabinet104 is WRONG - 2021-11-05

In Cabinet 8895:Cabinet 114  - 2021-11-12 - Updated Cabinet",12/22/2015 19:00,PROD,nwtrnpyap02,10.225.96.41,nwtrnpyap02r.corp.tdsecurities.com,12/10/2014 0:00,10.225.64.135,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL360 Gen9,Linux Red Hat,Linux,Active,7.9,"added as per Mathyvarththan Sivananthan, 2015-12-18.
2020/07/11: Repurposed server as part of NY4 Project - Server was previously NYION - nysusril03.corp.tdsecurities.com",MXQ4460009,8/2/2025 17:21,In use,Installed,,TRNPY,114,8895,18,2,4935.89,36,35,257660
b10972,,NA,Maintech,NY4,YES,NO,Linux Server,"Location - 8890/114
Hardware - DL360 G10

20221028 - mckays7 -  DEC0022127 - CHG1072594 - Decomm - Cool Down
- Change state from ""In use"" to ""In stock - Cool down""
- update appboxen
- server to be repurposed as NY4EFXLA10

2022.11.05 - CHG1076323 - update vlan for OPTIL to EFX and rebuild from ny4optila22 to ny4efxla10 PROD
old
ny4optila22.corp.tdsecurities.com [10.225.64.104]
ny4optila22r.tdbfg.com [10.225.96.24]
new:
ny4efxla10.corp.tdsecurities.com [10.225.64.85/27]
ny4efxla10r.corp.tdsecurities.com [10.225.96.24/24]

20221110 - mckays7 - CHG1079733 - Decommission - Wipe Disk
- Change state from ""In stock - Cool down"" to ""In stock - Wiped""
..[last_DAC:OPTI]

20221118 - mckays7 - CHG1082146 - Rebuilt as ny4efxla10.

20221206 - mckays7 - Changed state to ""In maintenance""",10/4/2020 7:00,PROD,ny4efxla10,10.225.96.24,ny4efxla10r.corp.tdsecurities.com,9/28/2020 7:00,10.225.64.85,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,NY4 NYION/OPTI Project,MXQ02503DL,8/2/2025 17:18,In use,Installed,,EFX,114,8895,28,2,38358.57,112,5,773153
b10971,,NA,Maintech,NY4,YES,NO,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
Location - 8890/114
Hardware - DL360 G10

20221101 - mckays7 -  CHG1074448 -  DEC0022151 - Cool Down
- updated appboxen
- Change state from ""In use"" to ""In Stock - Cool Down""
- To be repurposed as NY4EFXLA06

20221116 - mckays7 - CHG1083251 - Disk Wipe - DEC0022151
- Changed state from ""In Stock - Cool Down"" to ""In Stock - Wiped""
..[last_DAC:EFXNG]

20221117 - mckays7 - Renamed server from ""ny4efxnglaf06"" to ""ny4efxla06"".
- Changed state to ""In Maintenance""
- Set Deployment App Code to EFX

20221118 - mckays7 - CHG1084151 - Rebuilt server as ny4efxla06

20231003 - mckays7 - CHG1266186 -Cool Down
- Changed state to ""In stock - Cool down""
- updated appboxen.

20231111 - mckays7 - CHG1293145 - Server Decommission - Disk Wipe
- Changed state to ""In stock - Wiped""
- Appended RETIRED to name.
- Server will be repurposed as ""ny4efxngla05""

20231120 - tab9241 - CHG1297449 Server build ny4efxngla05",10/4/2020 7:00,PROD,ny4efxngla05,10.225.96.16,ny4efxngla05r.corp.tdsecuritues.com,9/28/2020 7:00,10.225.64.78,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,NY4 EFXNG Project,MXQ02503FG,8/2/2025 17:23,In use,Installed,,EFXNG,114,8895,24,2,36664.57,48,6,773169
b10970,,NA,Maintech,NY4,YES,NO,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
Location - 8890/112
Hardware - DL360 G10

20240506 - mckays7 - CHG1402513 -Server Cool Down
- Updated Appboxen
- Server to be repurposed
- Updated state from ""In Use"" to ""In Stock - Cool down""
- To become ny4efxngla09

20240514 - mckays7 - CHG1410514 - Server Decommission
- Disk Wiped
- Updated state to ""In stock - Wiped""

..[last_DAC:EFXNG]

20240516 - mckays7 
- Renamed from ""ny4efxnglaf03"" to ""ny4efxngla09""
- Changed state to Pending Install
- Set the Deployment Application Code to ""EFXNG""
- CHG1412124 - Built server

20240624 - mckays7
- Changed state from ""In stock - Pending Install"" to ""In use""",10/4/2020 7:00,PROD,ny4efxngla09,10.225.96.13,ny4efxnglaf03r.tdbfg.com,9/28/2020 7:00,10.225.64.75,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,NY4 EFXNG Project,MXQ02503F6,8/2/2025 17:18,In use,Installed,,EFXNG,114,8895,24,2,37170.57,48,7,773169
B06723,,NA,Maintech,NY4,YES,NO,Linux Server,"2021.11.22 VERVIL6/Updating to Pending Install; Decom as per CHG below, repurpose but the state was not updated; hostname was updated by discovery

USR App ServerThis is a DL 360 Gen 9
# 2021/06/23 zhane42 - CHG0706432 -Server Decommission - njssyncl01 njsusril01 njsusril02 njsusril03 njsusril04 njsusril05..[last_DAC:NYION]
# 2021/12/9 cheonh2 - Added MAL Code, OPTI
# 2024/02/20 zhane42 - CHG1351789 - Cool Down 1 day ny4optilda10
# 2024/02/21 zhane42 - CHG1351824 - Server Decommission  Wiped ny4optilda10..[last_DAC:OPTI]
2024.03.02 - CHG1353019 - LAMW2 - relocate MXQ4460001 ny4optilda10 DEV from 8895-105,RU3 to 8895-114,RU12 and rebuild as ny4mcsdsla01 PROD

20240306 - mckays7 - CHG1360911 - Built server as ny4mcsdsla01.
- Updated Appboxen
- Updated state to ""In Maintenance""

202403 - mckays7 - Service has been handed over for post built
- Updated state to ""in Use""",12/22/2015 19:00,PROD,ny4mcsdsla01,10.225.96.49,ny4mcsdsla01r.corp.tdsecurities.com,12/10/2014 0:00,10.225.65.166,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen9,Linux Red Hat,Linux,Active,8.1,"added as per Mathyvarththan Sivananthan, 2015-12-18.",MXQ4460001,8/2/2025 17:23,In use,Installed,,MCSDS,114,8895,18,2,2566.13,36,12,257286
